1;special_project_facility_spawn;2572.00;9.85;1276.00;6.24;0
1;special_project_facility_spawn;2548.00;9.85;1285.00;4.85;0
1;rocket_site_spawn;2572.00;9.85;1275.00;0.52;0
1;naval_base_spawn;2556.00;9.60;1265.00;0.00;493
1;naval_base_spawn;2551.00;9.57;1293.00;-3.14;785
1;naval_base_spawn;2569.00;9.57;1267.00;0.79;493
1;naval_base_spawn;2548.00;9.57;1290.00;-2.36;785
1;naval_base_spawn;2569.00;9.80;1292.00;-4.12;791
1;naval_base_spawn;2544.00;9.50;1281.00;-2.55;785
1;naval_base_spawn;2550.00;9.57;1268.00;-0.67;493
1;naval_base_spawn;2574.00;9.80;1274.00;-4.25;791
1;floating_harbor;2574.95;9.50;1263.05;-2.36;1
1;floating_harbor;2576.82;9.50;1294.88;-0.98;2
1;floating_harbor;2557.00;9.50;1301.00;0.00;3
1;floating_harbor;2542.05;9.50;1293.95;0.79;4
1;floating_harbor;2580.26;9.50;1284.13;-1.11;6
1;floating_harbor;2540.12;9.50;1286.82;0.59;7
1;floating_harbor;2544.63;9.50;1262.53;-3.82;8
1;floating_harbor;2558.00;9.50;1258.00;-3.14;9
1;dam_spawn;2568.00;9.90;1272.00;5.30;0
1;dam_spawn;2565.00;9.93;1283.00;5.30;0
1;dam_spawn;2553.00;9.90;1281.00;5.30;0
1;dam_spawn;2556.00;9.90;1271.00;5.30;0
1;dam_spawn;2547.00;9.80;1286.00;5.30;0
1;dam_spawn;2548.00;9.85;1283.00;5.30;0
1;dam_spawn;2557.00;9.90;1290.00;5.30;0
1;dam_spawn;2574.00;9.82;1277.00;5.30;0
1;dam_spawn;2562.00;9.90;1266.00;5.30;0
1;locks_spawn;2568.00;9.90;1272.00;5.30;0
1;locks_spawn;2565.00;9.93;1283.00;5.30;0
1;locks_spawn;2553.00;9.90;1281.00;5.30;0
1;locks_spawn;2556.00;9.90;1271.00;5.30;0
1;locks_spawn;2547.00;9.80;1286.00;5.30;0
1;locks_spawn;2548.00;9.85;1283.00;5.30;0
1;locks_spawn;2557.00;9.90;1290.00;5.30;0
1;locks_spawn;2574.00;9.82;1277.00;5.30;0
1;locks_spawn;2562.00;9.90;1266.00;5.30;0
1;landmark_spawn;2568.00;9.90;1272.00;5.30;0
1;landmark_spawn;2565.00;9.93;1283.00;5.30;0
1;landmark_spawn;2553.00;9.90;1281.00;5.30;0
1;landmark_spawn;2556.00;9.90;1271.00;5.30;0
1;landmark_spawn;2547.00;9.80;1286.00;5.30;0
1;landmark_spawn;2548.00;9.85;1283.00;5.30;0
1;landmark_spawn;2557.00;9.90;1290.00;5.30;0
1;landmark_spawn;2574.00;9.82;1277.00;5.30;0
1;landmark_spawn;2562.00;9.90;1266.00;5.30;0
